label,startdate,enddate,district_id,state_id,district_name,total,18_45_vaccination,45_60_vaccination,60+_vaccination,dose1,dose2
27 Mar-02 Apr,27-03-2021,02-04-2021,432,24,Lawngtlai,367,27,107,233,362,5
03 Apr-09 Apr,03-04-2021,09-04-2021,432,24,Lawngtlai,1205,29,799,377,1098,107
10 Apr-16 Apr,10-04-2021,16-04-2021,432,24,Lawngtlai,2496,164,1388,944,2146,350
17 Apr-23 Apr,17-04-2021,23-04-2021,432,24,Lawngtlai,1089,128,625,336,796,293
24 Apr-30 Apr,24-04-2021,30-04-2021,432,24,Lawngtlai,2720,236,1681,803,2375,345
01 May-07 May,01-05-2021,07-05-2021,432,24,Lawngtlai,1413,495,550,368,933,480
08 May-14 May,08-05-2021,14-05-2021,432,24,Lawngtlai,1666,493,794,379,1279,387
15 May-21 May,15-05-2021,21-05-2021,432,24,Lawngtlai,1537,1083,336,118,1488,49
22 May-28 May,22-05-2021,28-05-2021,432,24,Lawngtlai,364,345,18,1,363,1
29 May-04 Jun,29-05-2021,04-06-2021,432,24,Lawngtlai,745,427,221,97,726,19
16 Jan-22 Jan,16-01-2021,22-01-2021,310,18,Leh,282,215,65,2,282,0
23 Jan-29 Jan,23-01-2021,29-01-2021,310,18,Leh,301,192,106,3,301,0
30 Jan-05 Feb,30-01-2021,05-02-2021,310,18,Leh,496,335,140,21,496,0
06 Feb-12 Feb,06-02-2021,12-02-2021,310,18,Leh,619,397,210,12,619,0
13 Feb-19 Feb,13-02-2021,19-02-2021,310,18,Leh,1656,1200,447,9,1472,184
20 Feb-26 Feb,20-02-2021,26-02-2021,310,18,Leh,3296,2544,729,23,3007,289
27 Feb-05 Mar,27-02-2021,05-03-2021,310,18,Leh,2961,1475,446,1040,2393,568
06 Mar-12 Mar,06-03-2021,12-03-2021,310,18,Leh,11481,1246,1120,9115,10865,616
13 Mar-19 Mar,13-03-2021,19-03-2021,310,18,Leh,4918,1389,861,2668,3586,1332
20 Mar-26 Mar,20-03-2021,26-03-2021,310,18,Leh,1505,829,457,219,536,969
27 Mar-02 Apr,27-03-2021,02-04-2021,310,18,Leh,7039,210,6412,417,6854,185
03 Apr-09 Apr,03-04-2021,09-04-2021,310,18,Leh,8504,827,7179,498,7465,1039
10 Apr-16 Apr,10-04-2021,16-04-2021,310,18,Leh,3188,1324,1132,732,1326,1862
17 Apr-23 Apr,17-04-2021,23-04-2021,310,18,Leh,9630,1247,994,7389,482,9148
24 Apr-30 Apr,24-04-2021,30-04-2021,310,18,Leh,5744,678,894,4172,693,5051
01 May-07 May,01-05-2021,07-05-2021,310,18,Leh,4448,3559,404,485,3515,933
08 May-14 May,08-05-2021,14-05-2021,310,18,Leh,2077,1657,292,128,1662,415
15 May-21 May,15-05-2021,21-05-2021,310,18,Leh,3945,3774,137,34,3851,94
22 May-28 May,22-05-2021,28-05-2021,310,18,Leh,9850,9767,74,9,9832,18
29 May-04 Jun,29-05-2021,04-06-2021,310,18,Leh,15076,14909,150,17,15057,19
05 Jun-11 Jun,05-06-2021,11-06-2021,310,18,Leh,1326,1297,29,0,1315,11
16 Jan-22 Jan,16-01-2021,22-01-2021,33,3,Lepa Rada,175,130,42,3,175,0
23 Jan-29 Jan,23-01-2021,29-01-2021,33,3,Lepa Rada,74,61,12,1,74,0
30 Jan-05 Feb,30-01-2021,05-02-2021,33,3,Lepa Rada,173,119,53,1,173,0
06 Feb-12 Feb,06-02-2021,12-02-2021,33,3,Lepa Rada,92,57,35,0,92,0
13 Feb-19 Feb,13-02-2021,19-02-2021,33,3,Lepa Rada,500,379,118,3,341,159
20 Feb-26 Feb,20-02-2021,26-02-2021,33,3,Lepa Rada,164,127,35,2,84,80
27 Feb-05 Mar,27-02-2021,05-03-2021,33,3,Lepa Rada,379,169,84,126,222,157
06 Mar-12 Mar,06-03-2021,12-03-2021,33,3,Lepa Rada,238,81,34,123,181,57
13 Mar-19 Mar,13-03-2021,19-03-2021,33,3,Lepa Rada,400,230,111,59,112,288
20 Mar-26 Mar,20-03-2021,26-03-2021,33,3,Lepa Rada,262,78,79,105,204,58
27 Mar-02 Apr,27-03-2021,02-04-2021,33,3,Lepa Rada,259,49,111,99,136,123
03 Apr-09 Apr,03-04-2021,09-04-2021,33,3,Lepa Rada,858,60,500,298,657,201
10 Apr-16 Apr,10-04-2021,16-04-2021,33,3,Lepa Rada,1351,44,863,444,1231,120
17 Apr-23 Apr,17-04-2021,23-04-2021,33,3,Lepa Rada,711,113,398,200,585,126
24 Apr-30 Apr,24-04-2021,30-04-2021,33,3,Lepa Rada,471,72,254,145,240,231
01 May-07 May,01-05-2021,07-05-2021,33,3,Lepa Rada,520,93,333,94,187,333
08 May-14 May,08-05-2021,14-05-2021,33,3,Lepa Rada,727,109,428,190,147,580
15 May-21 May,15-05-2021,21-05-2021,33,3,Lepa Rada,452,372,60,20,451,1
22 May-28 May,22-05-2021,28-05-2021,33,3,Lepa Rada,60,50,5,5,60,0
29 May-04 Jun,29-05-2021,04-06-2021,33,3,Lepa Rada,180,164,15,1,180,0
05 Jun-11 Jun,05-06-2021,11-06-2021,33,3,Lepa Rada,209,206,3,0,209,0
16 Jan-22 Jan,16-01-2021,22-01-2021,250,15,Lohardaga,462,288,155,19,462,0
23 Jan-29 Jan,23-01-2021,29-01-2021,250,15,Lohardaga,300,201,94,5,300,0
30 Jan-05 Feb,30-01-2021,05-02-2021,250,15,Lohardaga,893,609,275,9,893,0
06 Feb-12 Feb,06-02-2021,12-02-2021,250,15,Lohardaga,1470,966,481,23,1470,0
13 Feb-19 Feb,13-02-2021,19-02-2021,250,15,Lohardaga,1152,809,322,21,799,353
20 Feb-26 Feb,20-02-2021,26-02-2021,250,15,Lohardaga,941,586,344,11,737,204
27 Feb-05 Mar,27-02-2021,05-03-2021,250,15,Lohardaga,1184,714,285,185,657,527
06 Mar-12 Mar,06-03-2021,12-03-2021,250,15,Lohardaga,1867,823,520,524,831,1036
13 Mar-19 Mar,13-03-2021,19-03-2021,250,15,Lohardaga,3768,749,1068,1951,3039,729
20 Mar-26 Mar,20-03-2021,26-03-2021,250,15,Lohardaga,16010,695,5572,9743,15316,694
27 Mar-02 Apr,27-03-2021,02-04-2021,250,15,Lohardaga,3646,206,1701,1739,3336,310
03 Apr-09 Apr,03-04-2021,09-04-2021,250,15,Lohardaga,9824,312,6750,2762,9238,586
10 Apr-16 Apr,10-04-2021,16-04-2021,250,15,Lohardaga,7717,257,5060,2400,7110,607
17 Apr-23 Apr,17-04-2021,23-04-2021,250,15,Lohardaga,2916,247,1698,971,1815,1101
24 Apr-30 Apr,24-04-2021,30-04-2021,250,15,Lohardaga,1357,206,581,570,388,969
01 May-07 May,01-05-2021,07-05-2021,250,15,Lohardaga,1553,119,913,521,258,1295
08 May-14 May,08-05-2021,14-05-2021,250,15,Lohardaga,1881,686,720,475,840,1041
15 May-21 May,15-05-2021,21-05-2021,250,15,Lohardaga,4466,4158,229,79,4322,144
22 May-28 May,22-05-2021,28-05-2021,250,15,Lohardaga,3640,3462,148,30,3568,72
29 May-04 Jun,29-05-2021,04-06-2021,250,15,Lohardaga,4289,3737,398,154,4090,199
05 Jun-11 Jun,05-06-2021,11-06-2021,250,15,Lohardaga,2462,2188,218,56,2399,63
16 Jan-22 Jan,16-01-2021,22-01-2021,29,3,Lohit,92,67,25,0,92,0
23 Jan-29 Jan,23-01-2021,29-01-2021,29,3,Lohit,217,165,52,0,217,0
30 Jan-05 Feb,30-01-2021,05-02-2021,29,3,Lohit,64,50,14,0,64,0
06 Feb-12 Feb,06-02-2021,12-02-2021,29,3,Lohit,130,92,33,5,130,0
13 Feb-19 Feb,13-02-2021,19-02-2021,29,3,Lohit,109,78,30,1,32,77
20 Feb-26 Feb,20-02-2021,26-02-2021,29,3,Lohit,291,225,66,0,120,171
27 Feb-05 Mar,27-02-2021,05-03-2021,29,3,Lohit,512,368,135,9,479,33
06 Mar-12 Mar,06-03-2021,12-03-2021,29,3,Lohit,309,135,72,102,227,82
13 Mar-19 Mar,13-03-2021,19-03-2021,29,3,Lohit,313,191,70,52,253,60
20 Mar-26 Mar,20-03-2021,26-03-2021,29,3,Lohit,232,107,84,41,195,37
27 Mar-02 Apr,27-03-2021,02-04-2021,29,3,Lohit,351,163,145,43,171,180
03 Apr-09 Apr,03-04-2021,09-04-2021,29,3,Lohit,951,202,571,178,692,259
10 Apr-16 Apr,10-04-2021,16-04-2021,29,3,Lohit,1403,200,893,310,1217,186
17 Apr-23 Apr,17-04-2021,23-04-2021,29,3,Lohit,1248,230,761,257,1052,196
24 Apr-30 Apr,24-04-2021,30-04-2021,29,3,Lohit,1481,247,918,316,1258,223
01 May-07 May,01-05-2021,07-05-2021,29,3,Lohit,808,251,406,151,544,264
08 May-14 May,08-05-2021,14-05-2021,29,3,Lohit,577,165,330,82,362,215
15 May-21 May,15-05-2021,21-05-2021,29,3,Lohit,1032,804,167,61,1015,17
22 May-28 May,22-05-2021,28-05-2021,29,3,Lohit,145,80,46,19,140,5
29 May-04 Jun,29-05-2021,04-06-2021,29,3,Lohit,683,509,120,54,671,12
05 Jun-11 Jun,05-06-2021,11-06-2021,29,3,Lohit,205,198,7,0,205,0
16 Jan-22 Jan,16-01-2021,22-01-2021,40,3,Longding,64,54,10,0,64,0
23 Jan-29 Jan,23-01-2021,29-01-2021,40,3,Longding,63,44,19,0,63,0
30 Jan-05 Feb,30-01-2021,05-02-2021,40,3,Longding,48,45,3,0,48,0
06 Feb-12 Feb,06-02-2021,12-02-2021,40,3,Longding,189,151,37,1,189,0
13 Feb-19 Feb,13-02-2021,19-02-2021,40,3,Longding,322,233,88,1,255,67
20 Feb-26 Feb,20-02-2021,26-02-2021,40,3,Longding,270,190,79,1,217,53
27 Feb-05 Mar,27-02-2021,05-03-2021,40,3,Longding,210,131,58,21,202,8
06 Mar-12 Mar,06-03-2021,12-03-2021,40,3,Longding,294,219,65,10,189,105
13 Mar-19 Mar,13-03-2021,19-03-2021,40,3,Longding,312,174,118,20,191,121
20 Mar-26 Mar,20-03-2021,26-03-2021,40,3,Longding,265,141,75,49,163,102
27 Mar-02 Apr,27-03-2021,02-04-2021,40,3,Longding,192,128,50,14,65,127
03 Apr-09 Apr,03-04-2021,09-04-2021,40,3,Longding,421,175,200,46,189,232
10 Apr-16 Apr,10-04-2021,16-04-2021,40,3,Longding,315,109,149,57,171,144
17 Apr-23 Apr,17-04-2021,23-04-2021,40,3,Longding,714,303,314,97,503,211
24 Apr-30 Apr,24-04-2021,30-04-2021,40,3,Longding,551,199,251,101,435,116
01 May-07 May,01-05-2021,07-05-2021,40,3,Longding,615,252,264,99,450,165
08 May-14 May,08-05-2021,14-05-2021,40,3,Longding,337,184,115,38,241,96
15 May-21 May,15-05-2021,21-05-2021,40,3,Longding,511,475,25,11,509,2
22 May-28 May,22-05-2021,28-05-2021,40,3,Longding,411,366,33,12,360,51
29 May-04 Jun,29-05-2021,04-06-2021,40,3,Longding,83,2,48,33,79,4
05 Jun-11 Jun,05-06-2021,11-06-2021,40,3,Longding,396,220,104,72,396,0
16 Jan-22 Jan,16-01-2021,22-01-2021,438,25,Longleng,113,91,22,0,113,0
23 Jan-29 Jan,23-01-2021,29-01-2021,438,25,Longleng,18,13,5,0,18,0
06 Feb-12 Feb,06-02-2021,12-02-2021,438,25,Longleng,63,42,21,0,63,0
13 Feb-19 Feb,13-02-2021,19-02-2021,438,25,Longleng,636,527,106,3,527,109
20 Feb-26 Feb,20-02-2021,26-02-2021,438,25,Longleng,49,46,3,0,49,0
27 Feb-05 Mar,27-02-2021,05-03-2021,438,25,Longleng,54,23,7,24,44,10
06 Mar-12 Mar,06-03-2021,12-03-2021,438,25,Longleng,279,85,49,145,230,49
13 Mar-19 Mar,13-03-2021,19-03-2021,438,25,Longleng,776,401,153,222,398,378
20 Mar-26 Mar,20-03-2021,26-03-2021,438,25,Longleng,236,82,61,93,155,81
27 Mar-02 Apr,27-03-2021,02-04-2021,438,25,Longleng,484,43,232,209,456,28
03 Apr-09 Apr,03-04-2021,09-04-2021,438,25,Longleng,800,53,544,203,663,137
10 Apr-16 Apr,10-04-2021,16-04-2021,438,25,Longleng,1082,141,629,312,922,160
17 Apr-23 Apr,17-04-2021,23-04-2021,438,25,Longleng,1090,175,613,302,1020,70
24 Apr-30 Apr,24-04-2021,30-04-2021,438,25,Longleng,953,141,379,433,500,453
01 May-07 May,01-05-2021,07-05-2021,438,25,Longleng,1252,114,756,382,889,363
08 May-14 May,08-05-2021,14-05-2021,438,25,Longleng,763,52,527,184,480,283
15 May-21 May,15-05-2021,21-05-2021,438,25,Longleng,402,350,44,8,398,4
22 May-28 May,22-05-2021,28-05-2021,438,25,Longleng,911,830,68,13,909,2
29 May-04 Jun,29-05-2021,04-06-2021,438,25,Longleng,546,269,233,44,545,1
05 Jun-11 Jun,05-06-2021,11-06-2021,438,25,Longleng,26,0,26,0,26,0
16 Jan-22 Jan,16-01-2021,22-01-2021,31,3,Lower Dibang Valley,120,82,36,2,120,0
23 Jan-29 Jan,23-01-2021,29-01-2021,31,3,Lower Dibang Valley,46,27,19,0,46,0
30 Jan-05 Feb,30-01-2021,05-02-2021,31,3,Lower Dibang Valley,43,31,12,0,43,0
06 Feb-12 Feb,06-02-2021,12-02-2021,31,3,Lower Dibang Valley,110,87,23,0,110,0
13 Feb-19 Feb,13-02-2021,19-02-2021,31,3,Lower Dibang Valley,149,83,64,2,63,86
20 Feb-26 Feb,20-02-2021,26-02-2021,31,3,Lower Dibang Valley,383,199,177,7,342,41
27 Feb-05 Mar,27-02-2021,05-03-2021,31,3,Lower Dibang Valley,257,108,106,43,197,60
06 Mar-12 Mar,06-03-2021,12-03-2021,31,3,Lower Dibang Valley,557,177,233,147,463,94
13 Mar-19 Mar,13-03-2021,19-03-2021,31,3,Lower Dibang Valley,349,113,146,90,316,33
20 Mar-26 Mar,20-03-2021,26-03-2021,31,3,Lower Dibang Valley,427,186,199,42,238,189
27 Mar-02 Apr,27-03-2021,02-04-2021,31,3,Lower Dibang Valley,575,241,250,84,415,160
03 Apr-09 Apr,03-04-2021,09-04-2021,31,3,Lower Dibang Valley,1295,201,834,260,970,325
10 Apr-16 Apr,10-04-2021,16-04-2021,31,3,Lower Dibang Valley,2430,411,1396,623,2079,351
17 Apr-23 Apr,17-04-2021,23-04-2021,31,3,Lower Dibang Valley,1844,566,886,392,1566,278
24 Apr-30 Apr,24-04-2021,30-04-2021,31,3,Lower Dibang Valley,1226,394,622,210,967,259
01 May-07 May,01-05-2021,07-05-2021,31,3,Lower Dibang Valley,663,185,333,145,283,380
08 May-14 May,08-05-2021,14-05-2021,31,3,Lower Dibang Valley,480,185,212,83,210,270
15 May-21 May,15-05-2021,21-05-2021,31,3,Lower Dibang Valley,809,696,87,26,787,22
22 May-28 May,22-05-2021,28-05-2021,31,3,Lower Dibang Valley,87,56,23,8,84,3
29 May-04 Jun,29-05-2021,04-06-2021,31,3,Lower Dibang Valley,635,589,32,14,632,3
05 Jun-11 Jun,05-06-2021,11-06-2021,31,3,Lower Dibang Valley,555,546,8,1,554,1
16 Jan-22 Jan,16-01-2021,22-01-2021,18,3,Lower Siang,162,127,34,1,162,0
30 Jan-05 Feb,30-01-2021,05-02-2021,18,3,Lower Siang,55,34,20,1,55,0
06 Feb-12 Feb,06-02-2021,12-02-2021,18,3,Lower Siang,78,54,24,0,78,0
13 Feb-19 Feb,13-02-2021,19-02-2021,18,3,Lower Siang,249,179,68,2,84,165
20 Feb-26 Feb,20-02-2021,26-02-2021,18,3,Lower Siang,142,98,42,2,141,1
27 Feb-05 Mar,27-02-2021,05-03-2021,18,3,Lower Siang,136,80,36,20,87,49
06 Mar-12 Mar,06-03-2021,12-03-2021,18,3,Lower Siang,144,56,55,33,105,39
13 Mar-19 Mar,13-03-2021,19-03-2021,18,3,Lower Siang,146,71,49,26,70,76
20 Mar-26 Mar,20-03-2021,26-03-2021,18,3,Lower Siang,157,93,54,10,36,121
27 Mar-02 Apr,27-03-2021,02-04-2021,18,3,Lower Siang,166,37,53,76,126,40
03 Apr-09 Apr,03-04-2021,09-04-2021,18,3,Lower Siang,343,67,175,101,220,123
10 Apr-16 Apr,10-04-2021,16-04-2021,18,3,Lower Siang,892,35,603,254,857,35
17 Apr-23 Apr,17-04-2021,23-04-2021,18,3,Lower Siang,1100,67,764,269,984,116
24 Apr-30 Apr,24-04-2021,30-04-2021,18,3,Lower Siang,834,96,556,182,790,44
01 May-07 May,01-05-2021,07-05-2021,18,3,Lower Siang,394,96,220,78,327,67
08 May-14 May,08-05-2021,14-05-2021,18,3,Lower Siang,507,49,297,161,296,211
15 May-21 May,15-05-2021,21-05-2021,18,3,Lower Siang,478,370,75,33,477,1
22 May-28 May,22-05-2021,28-05-2021,18,3,Lower Siang,107,24,63,20,107,0
29 May-04 Jun,29-05-2021,04-06-2021,18,3,Lower Siang,198,186,11,1,193,5
05 Jun-11 Jun,05-06-2021,11-06-2021,18,3,Lower Siang,337,337,0,0,337,0
16 Jan-22 Jan,16-01-2021,22-01-2021,32,3,Lower Subansiri,365,273,86,6,365,0
23 Jan-29 Jan,23-01-2021,29-01-2021,32,3,Lower Subansiri,80,58,22,0,80,0
30 Jan-05 Feb,30-01-2021,05-02-2021,32,3,Lower Subansiri,166,104,56,6,166,0
06 Feb-12 Feb,06-02-2021,12-02-2021,32,3,Lower Subansiri,187,121,64,2,187,0
13 Feb-19 Feb,13-02-2021,19-02-2021,32,3,Lower Subansiri,516,368,142,6,161,355
20 Feb-26 Feb,20-02-2021,26-02-2021,32,3,Lower Subansiri,103,70,33,0,96,7
27 Feb-05 Mar,27-02-2021,05-03-2021,32,3,Lower Subansiri,385,177,117,91,255,130
06 Mar-12 Mar,06-03-2021,12-03-2021,32,3,Lower Subansiri,547,156,171,220,351,196
13 Mar-19 Mar,13-03-2021,19-03-2021,32,3,Lower Subansiri,396,140,131,125,220,176
20 Mar-26 Mar,20-03-2021,26-03-2021,32,3,Lower Subansiri,819,322,338,159,702,117
27 Mar-02 Apr,27-03-2021,02-04-2021,32,3,Lower Subansiri,693,176,352,165,581,112
03 Apr-09 Apr,03-04-2021,09-04-2021,32,3,Lower Subansiri,1394,100,853,441,1074,320
10 Apr-16 Apr,10-04-2021,16-04-2021,32,3,Lower Subansiri,1210,131,717,362,1016,194
17 Apr-23 Apr,17-04-2021,23-04-2021,32,3,Lower Subansiri,1233,263,686,284,701,532
24 Apr-30 Apr,24-04-2021,30-04-2021,32,3,Lower Subansiri,1513,281,846,385,998,515
01 May-07 May,01-05-2021,07-05-2021,32,3,Lower Subansiri,1336,210,800,326,579,757
08 May-14 May,08-05-2021,14-05-2021,32,3,Lower Subansiri,983,145,595,243,341,642
15 May-21 May,15-05-2021,21-05-2021,32,3,Lower Subansiri,1433,1274,111,48,1427,6
22 May-28 May,22-05-2021,28-05-2021,32,3,Lower Subansiri,299,72,142,85,299,0
29 May-04 Jun,29-05-2021,04-06-2021,32,3,Lower Subansiri,1089,1027,43,19,1089,0
05 Jun-11 Jun,05-06-2021,11-06-2021,32,3,Lower Subansiri,825,818,6,1,825,0
16 Jan-22 Jan,16-01-2021,22-01-2021,670,34,Lucknow,5240,3059,1988,193,5240,0
23 Jan-29 Jan,23-01-2021,29-01-2021,670,34,Lucknow,13790,10830,2569,391,13790,0
30 Jan-05 Feb,30-01-2021,05-02-2021,670,34,Lucknow,14253,11317,2679,257,14253,0
06 Feb-12 Feb,06-02-2021,12-02-2021,670,34,Lucknow,9655,6543,3047,65,9655,0
13 Feb-19 Feb,13-02-2021,19-02-2021,670,34,Lucknow,20839,13866,6462,511,16298,4541
20 Feb-26 Feb,20-02-2021,26-02-2021,670,34,Lucknow,23256,17431,5345,480,11025,12231
27 Feb-05 Mar,27-02-2021,05-03-2021,670,34,Lucknow,13580,6944,2917,3719,7362,6218
06 Mar-12 Mar,06-03-2021,12-03-2021,670,34,Lucknow,34936,8648,6366,19922,28638,6298
13 Mar-19 Mar,13-03-2021,19-03-2021,670,34,Lucknow,57503,16650,14570,26283,40799,16704
20 Mar-26 Mar,20-03-2021,26-03-2021,670,34,Lucknow,49879,13424,13555,22900,40452,9427
27 Mar-02 Apr,27-03-2021,02-04-2021,670,34,Lucknow,40709,4995,19834,15880,37457,3252
03 Apr-09 Apr,03-04-2021,09-04-2021,670,34,Lucknow,90350,4729,54635,30986,79848,10502
10 Apr-16 Apr,10-04-2021,16-04-2021,670,34,Lucknow,69827,5076,40419,24332,54309,15518
17 Apr-23 Apr,17-04-2021,23-04-2021,670,34,Lucknow,41581,4380,16855,20346,17596,23985
24 Apr-30 Apr,24-04-2021,30-04-2021,670,34,Lucknow,51155,4878,23425,22852,24649,26506
01 May-07 May,01-05-2021,07-05-2021,670,34,Lucknow,58938,21820,23561,13557,38637,20301
08 May-14 May,08-05-2021,14-05-2021,670,34,Lucknow,66318,25570,26123,14625,43967,22351
15 May-21 May,15-05-2021,21-05-2021,670,34,Lucknow,84599,52947,22591,9061,76543,8056
22 May-28 May,22-05-2021,28-05-2021,670,34,Lucknow,101889,78987,16918,5984,99177,2712
29 May-04 Jun,29-05-2021,04-06-2021,670,34,Lucknow,119490,93993,18409,7088,103446,16044
05 Jun-11 Jun,05-06-2021,11-06-2021,670,34,Lucknow,24373,18910,3923,1540,20502,3871
16 Jan-22 Jan,16-01-2021,22-01-2021,488,28,Ludhiana,3394,2300,999,95,3394,0
23 Jan-29 Jan,23-01-2021,29-01-2021,488,28,Ludhiana,9456,6941,2220,295,9456,0
30 Jan-05 Feb,30-01-2021,05-02-2021,488,28,Ludhiana,4265,2870,1206,189,4265,0
06 Feb-12 Feb,06-02-2021,12-02-2021,488,28,Ludhiana,4907,2661,2114,132,4907,0
13 Feb-19 Feb,13-02-2021,19-02-2021,488,28,Ludhiana,4610,2806,1682,122,2503,2107
20 Feb-26 Feb,20-02-2021,26-02-2021,488,28,Ludhiana,10707,7298,3104,305,3282,7425
27 Feb-05 Mar,27-02-2021,05-03-2021,488,28,Ludhiana,11018,3671,2518,4829,8211,2807
06 Mar-12 Mar,06-03-2021,12-03-2021,488,28,Ludhiana,19595,4077,5280,10238,16308,3287
13 Mar-19 Mar,13-03-2021,19-03-2021,488,28,Ludhiana,27985,6236,9425,12324,25574,2411
20 Mar-26 Mar,20-03-2021,26-03-2021,488,28,Ludhiana,38094,10766,13642,13686,36199,1895
27 Mar-02 Apr,27-03-2021,02-04-2021,488,28,Ludhiana,51953,17254,19162,15537,49315,2638
03 Apr-09 Apr,03-04-2021,09-04-2021,488,28,Ludhiana,109661,10425,59605,39631,103917,5744
10 Apr-16 Apr,10-04-2021,16-04-2021,488,28,Ludhiana,81661,7322,42031,32308,71105,10556
17 Apr-23 Apr,17-04-2021,23-04-2021,488,28,Ludhiana,74659,12260,34841,27558,57286,17373
24 Apr-30 Apr,24-04-2021,30-04-2021,488,28,Ludhiana,77747,15719,34842,27186,50925,26822
01 May-07 May,01-05-2021,07-05-2021,488,28,Ludhiana,46551,11037,21407,14106,24720,21831
08 May-14 May,08-05-2021,14-05-2021,488,28,Ludhiana,31991,7332,14622,10037,13081,18910
15 May-21 May,15-05-2021,21-05-2021,488,28,Ludhiana,20675,2239,12890,5546,17833,2842
22 May-28 May,22-05-2021,28-05-2021,488,28,Ludhiana,24507,5428,13097,5982,19745,4762
29 May-04 Jun,29-05-2021,04-06-2021,488,28,Ludhiana,40564,14815,17397,8352,36812,3752
05 Jun-11 Jun,05-06-2021,11-06-2021,488,28,Ludhiana,19091,9968,6063,3060,17971,1120
16 Jan-22 Jan,16-01-2021,22-01-2021,431,24,Lunglei,490,339,141,10,490,0
23 Jan-29 Jan,23-01-2021,29-01-2021,431,24,Lunglei,626,418,191,17,626,0
30 Jan-05 Feb,30-01-2021,05-02-2021,431,24,Lunglei,400,270,119,11,400,0
06 Feb-12 Feb,06-02-2021,12-02-2021,431,24,Lunglei,22,15,5,2,22,0
13 Feb-19 Feb,13-02-2021,19-02-2021,431,24,Lunglei,825,550,266,9,394,431
20 Feb-26 Feb,20-02-2021,26-02-2021,431,24,Lunglei,1251,842,402,7,889,362
27 Feb-05 Mar,27-02-2021,05-03-2021,431,24,Lunglei,1594,844,517,233,1139,455
06 Mar-12 Mar,06-03-2021,12-03-2021,431,24,Lunglei,3819,699,857,2263,3728,91
13 Mar-19 Mar,13-03-2021,19-03-2021,431,24,Lunglei,923,190,214,519,704,219
20 Mar-26 Mar,20-03-2021,26-03-2021,431,24,Lunglei,570,229,118,223,340,230
27 Mar-02 Apr,27-03-2021,02-04-2021,431,24,Lunglei,12,5,6,1,10,2
03 Apr-09 Apr,03-04-2021,09-04-2021,431,24,Lunglei,2124,259,1055,810,1774,350
10 Apr-16 Apr,10-04-2021,16-04-2021,431,24,Lunglei,8863,413,5576,2874,8391,472
17 Apr-23 Apr,17-04-2021,23-04-2021,431,24,Lunglei,7196,1067,3453,2676,4608,2588
24 Apr-30 Apr,24-04-2021,30-04-2021,431,24,Lunglei,7489,187,3901,3401,5312,2177
01 May-07 May,01-05-2021,07-05-2021,431,24,Lunglei,782,203,277,302,580,202
08 May-14 May,08-05-2021,14-05-2021,431,24,Lunglei,1987,134,1423,430,1917,70
15 May-21 May,15-05-2021,21-05-2021,431,24,Lunglei,1329,1290,27,12,1329,0
22 May-28 May,22-05-2021,28-05-2021,431,24,Lunglei,766,556,167,43,715,51
29 May-04 Jun,29-05-2021,04-06-2021,431,24,Lunglei,1335,723,477,135,1306,29
16 Jan-22 Jan,16-01-2021,22-01-2021,70,5,Madhepura,1357,1007,331,19,1357,0
23 Jan-29 Jan,23-01-2021,29-01-2021,70,5,Madhepura,1095,787,299,9,1095,0
30 Jan-05 Feb,30-01-2021,05-02-2021,70,5,Madhepura,5105,3691,1317,97,5105,0
06 Feb-12 Feb,06-02-2021,12-02-2021,70,5,Madhepura,2673,1709,912,52,2673,0
13 Feb-19 Feb,13-02-2021,19-02-2021,70,5,Madhepura,1848,1371,451,26,1054,794
20 Feb-26 Feb,20-02-2021,26-02-2021,70,5,Madhepura,2072,1393,649,30,923,1149
27 Feb-05 Mar,27-02-2021,05-03-2021,70,5,Madhepura,2225,1315,617,293,511,1714
06 Mar-12 Mar,06-03-2021,12-03-2021,70,5,Madhepura,11015,1718,2173,7124,8766,2249
13 Mar-19 Mar,13-03-2021,19-03-2021,70,5,Madhepura,6834,1500,1281,4053,5006,1828
20 Mar-26 Mar,20-03-2021,26-03-2021,70,5,Madhepura,16770,785,2084,13901,15947,823
27 Mar-02 Apr,27-03-2021,02-04-2021,70,5,Madhepura,10855,275,3755,6825,10406,449
03 Apr-09 Apr,03-04-2021,09-04-2021,70,5,Madhepura,16933,270,8946,7717,16013,920
10 Apr-16 Apr,10-04-2021,16-04-2021,70,5,Madhepura,18421,229,9362,8830,16389,2032
17 Apr-23 Apr,17-04-2021,23-04-2021,70,5,Madhepura,16718,304,8014,8400,13921,2797
24 Apr-30 Apr,24-04-2021,30-04-2021,70,5,Madhepura,14360,327,6838,7195,10589,3771
01 May-07 May,01-05-2021,07-05-2021,70,5,Madhepura,11269,376,5637,5256,6232,5037
08 May-14 May,08-05-2021,14-05-2021,70,5,Madhepura,13522,7836,3296,2390,10387,3135
15 May-21 May,15-05-2021,21-05-2021,70,5,Madhepura,12002,9861,1536,605,11651,351
22 May-28 May,22-05-2021,28-05-2021,70,5,Madhepura,10342,9694,461,187,10317,25
29 May-04 Jun,29-05-2021,04-06-2021,70,5,Madhepura,4844,2873,1333,638,4395,449
05 Jun-11 Jun,05-06-2021,11-06-2021,70,5,Madhepura,2407,1885,363,159,2290,117
16 Jan-22 Jan,16-01-2021,22-01-2021,95,5,Madhubani,2484,1628,787,69,2484,0
